num_page,Titre,SIREN,SIRET,Téléphone,Email,Qualifications, VEN, ANT,Maîtrise Qualité, SPV, EP, IRVE, CET, AC, CFMGTI, MGTI, CHE, CFLCPT, PAC, MIE, BR, LCPT,address,code_postal,ville,index_orig,effectif,capital,gerant
11,REBOUL-COTTE CLIMATIQUE,437690704,43769070400022,04 75 01 31 46,contact@reboul-cotte.fr, LCPT &&  MGTI &&  CFLCPT &&  CFMGTI &&  IRVE &&  SPV,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,PARC D ACTIVITE DE FORTUNEAU BP 101,26203,MONTELIMAR CEDEX,100,6 à 9 salariés,"160 000,00 €",SQUIBAN GROUP
11,BERTHELOT,393853577,39385357700020,01 69 11 14 44,stephanie@berthelot-sas.fr,Maîtrise Qualité &&  MGTI &&  CFMGTI &&  IRVE,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,7 BIS RUE DE LA CLOSERIE ZAC CLOS AUX POIS,91100,VILLABE,102,10 à 19 salariés,"89 808,00 €",HOUSTON
11,POYER ET FILS,440874097,44087409700031,0559396616,contact@poyerelec.com, LCPT &&  MGTI &&  VEN &&  CHE &&  IRVE,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,ZA DU GABARN,64870,ESCOUT,103,10 à 19 salariés,"300 000,00 €",M Jerome POYER
11,SAS PORRA,338453533,33845353300048,02 98 41 70 70,accueil@porra-brest.com, MGTI &&  LCPT &&  CHE &&  CFMGTI &&  CFLCPT &&  IRVE,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,40 RUE SUZANNE LENGLEN ZA DE PENHOAT,29490,GUIPAVAS,104,20 à 49 salariés,"60 000,00 €",SYGAL
11,GEP ELECTRICITE,380113662,38011366200023,02 35 79 03 37,contact@gepelectricite.com, LCPT &&  CHE &&  IRVE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,PARC D'ACTIVITES DES ONDELLES,76240,BELBEUF,105,10 à 19 salariés,"24 000,00 €",M Eric POINSSONNET
11,M.L. ELEC - ELECTRICITE GENERALE,845095868,84509586800020,0658988557,m.l.elec@outlook.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13 ROUTE D’HERBEVILLE,78580,MAULE,107,,"5 000,00 €",M Mickael LOPES
11,A.N.V ELEC,982230823,98223082300014,0664425335,societe.anvelec@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18 RUE PIERRE LE GUEN,78700,CONFLANS-SAINTE-HONORINE,109,,"5 000,00 €",M Anthony VIEIRA
12,MK TECK,798741427,79874142700016,0685204550,contact.mkteck@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15 ROUTE DES GRANGES,69510,MESSIMY,110,1 à 2 salariés,"1 500,00 €",M Mohamed BENAMEUR
12,GEOMOTIQUE,899785042,89978504200016,0681883242,geomotiquebzh@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,KERROUX 2,56540,SAINT-TUGDUAL,112,,"3000,00 EURO",M Geoffrey MARCEAU
12,CO.J.T ELEC,981589880,98158988000013,0752938730,cojtelec@dasnieres.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3320 GRANDE ROUTE,33430,BERNOS-BEAULAC,113,,"2 000,00 €",M Francois D'ASNIERES
12,MONSIEUR ELEC,918639972,91863997200010,0782232299,monsieur.elec.33@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3 RUE HERIARD DUBREUIL,33000,BORDEAUX,114,,"2 000,00 €",M Cyril BOYE
12,EXTREME SUD TRAVAUX,832620702,83262070200023,07 83 33 97 07,EXTREMESUDTRAVAUX@GMAIL.COM, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENT LOT 9 PONT DE L'OSO PORETTA DI CIACCONE,20137,LECCI,115,3 à 5 salariés,"1000,00 EURO",M Boris HUGUES
12,MNZ ENERGIES,924965106,92496510600017,0689849328,rachid.menzer@mnzenergies.com, IRVE &&  LCPT,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6 RUE DE LA BAILLONVILLE,57140,WOIPPY,116,,"1 000,00 €",MME Mehdina MENZER
12,OPALE ELECTRIQUE,893346213,89334621300018,0391211856,hubert.petit@opale-electrique.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50 BD DE LA LIANE,62360,SAINT-LEONARD,117,6 à 9 salariés,"8 000,00 €",M Hubert PETIT
