num_page,Titre,SIREN,SIRET,Téléphone,Email,Qualifications, VEN, ANT,Maîtrise Qualité, SPV, EP, IRVE, CET, AC, CFMGTI, MGTI, CHE, CFLCPT, PAC, MIE, BR, LCPT,address,code_postal,ville,index_orig,effectif,capital,gerant
31,AD LAN,948695648,94869564800014,0645417111,contact@adlan.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23 RUE DE LA VERRERIE,71200,LE CREUSOT,302,,"2 000,00 €",M Nicolas LAGRANGE
31,2L TECHNOLOGIE,841511355,84151135500015,0565376573,a.dasilva@2ltechnologie.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ZONE ARTISANALE LES MILLEPOISE,46300,LE VIGAN,303,1 à 2 salariés,"10 000,00 €",M Arthur DA SILVA
31,E.T.I,921390647,92139064700011,06 45 06 13 30,CONTACT@ELECTRICITE-ETI.COM, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10 RUE DU FAUBOURG,67270,MINVERSHEIM,306,,"1 000,00 €",M Antoine SAINT PICQ
31,ROBINSON SYSTEMS,912686367,91268636700018,0660504612,contact@robinsonsystems.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4 Rue Du Cdt René Bianchetti,69220,BELLEVILLE-EN-BEAUJOLAIS,307,,"1 000,00 €",M Robinson MARGUIN
31,SAINTIN VINCENT,832793152,83279315200014,0676491378,eurlsaintinvincent@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59 IMPASSE DU GRAVAS LE PRE BONNET,05130,FOUILLOUSE,308,Unité non employeuse ou effectif inconnu au 31/12,"1 000,00 €",M Vincent SAINTIN
31,ELATRAVAUX / C CHARGE,915099600,91509960000016,0652419794,elaatravaux@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47 R FUSTERIE,30140,ANDUZE,309,,"500,00 EURO",M Anouar EL OUADGHIRI
32,MATELEC 25,524293040,52429304000019,03 81 52 34 38,contact@matelec25.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5 CHEMIN DES PRAIRIES,25620,MAMIROLLE,310,1 à 2 salariés,"50 000,00 €",M Matthieu MOREL
32,AKELEC,953997004,95399700400015,0687796672,contact@akelec.bzh, IRVE &&  LCPT,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16 PL DU CENTRE,35310,CINTRE,311,,"90000,00 EURO",KS HOLDING
32,M.J.M ELECTRICITE,828069773,82806977300020,0677911152,marchandot.jm@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,163 CHE DE LA GOUILLETTE,71580,SAILLENARD,312,1 à 2 salariés,"2 000,00 €",M Jean-Marie MARCHANDOT
32,LOPEZ DEPANNAGE SERVICE RENOVATION,451176952,45117695200021,0672279749,ldsr33@orange.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17 CHEMIN DE PETRUS,33370,TRESSES,313,1 à 2 salariés,"1 400,00 €",M Christophe LOPEZ
32,MY ENERGY,949972871,94997287100014,0659365964,myenergycompta@outlook.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64 ROUTE DE FINHAN,82710,BRESSOLS,314,,"3 000,00 €",M Youssef LAOUANI
32,TECH 3 F,818215766,81821576600010,+33613231121,tech3f.sas@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ROUTE DE FORCALQUIER LA BARONNE,04180,VILLENEUVE,315,3 à 5 salariés,"18000,00 EURO",M Francis FILIPPA
32,ACTIFELECTRIC,454043944,45404394400015,0786136642,iksogutlu@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4 RUE DES CEPAGES,91210,DRAVEIL,318,3 à 5 salariés,"2 000,00 €",M Ismet KUMESOGUTLU
32,MOUCET,802354332,80235433200016,06.64.64.78.65,contact@moucet.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,RUE DE LA LIBERTE N°6,35540,MINIAC-MORVAN,319,1 à 2 salariés,"1 000,00 €",M Yvan MOUCET
33,FLASH ELEC 83,900864042,90086404200016,0699867214,flashelec.var@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4 RUE LOUIS JOUVET LA COUPIANE BAT 4,83160,LA VALETTE-DU-VAR,321,,"3 000,00 €",M Julien BONED
33,TOROSSIAN ENERGIES,981727597,98172759700016,0661242368,julien.torossian@torossianenergies.fr, SPV &&  IRVE,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,143 CHEMIN DES ROUSSIGNOU,13480,CABRIES,322,,"5 000,00 €",M Julien TOROSSIAN
33,ID'ELEC,911421154,91142115400012,0788691365,contact@idelec37.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8 ROUTE DES GALTEAUX,37130,COTEAUX-SUR-LOIRE,323,,"1 500,00 €",M Maxime DUBALLET
33,GLOBE ENERGIES,981493687,98149368700017,0619399233,contact.globe.energies@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28 AVENUE KLEBER,77330,OZOIR-LA-FERRIERE,324,,"3 000,00 €",MME Amina BOUAROUR
33,EMERAUDE POWER CHARGE,979861879,97986187900018,0660231166,cedric.garault@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23 BIS RUE DE LA VILLE PICHET,22380,SAINT-CAST-LE-GUILDO,326,,"3 000,00 €",M Cedric GARAULT
33,EUROTECH,981816416,98181641600011,0695629219,euro.techsud30@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6 PLACE NEUVE,30540,MILHAUD,327,,"50,00 €",M Mohammed EL MIRI
33,SEVE ELECTRICITE ANTENNES,511718702,51171870200018,06 82 18 35 52,SEVEEA@GMAIL.COM, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,547 CHEMIN DE FONTAINE,01480,SAVIGNEUX,328,,"70 000,00 €",M Cedric SEVE
33,BRUEY,879718500,87971850000017,0679160951,pyves.bruey@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32 BAS DE VILLE,39460,FONCINE-LE-HAUT,329,,"1 000,00 €",M Pierre-Yves BRUEY
34,SGE FOUESNANT,951018456,95101845600016,0784084230,sge29170@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76 T CHE DU GOZFORN KERSINAOU,29170,FOUESNANT,330,,"2 500,00 €",M Eric GARREC
34,BFM ELECTRIC,534639356,53463935600011,0612941621,bontourmichael@yahoo.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72 RUE DU DOCTEUR POUILLOT,77000,MELUN,331,1 à 2 salariés,"5 000,00 €",M Michael BONTOUR
34,FEM-ELEC,797617586,79761758600012,0630011092,efm.brun@wanadoo.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7 RUE ALAIN FOURNIER,74330,LA BALME-DE-SILLINGY,332,1 à 2 salariés,"1 000,00 €",M Jean-Michel BRUN
34,NEO ENERGIES,834318867,83431886700019,0771657430,neo.energies@orange.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,104 AVENUE MARCEAU HAMECHER,82000,MONTAUBAN,333,3 à 5 salariés,"2 000,00 €",M Cedric FOURNALES
34,2LK BTP,892574385,89257438500027,06 40 89 35 06,contact.2lkenr@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12 RUE DU FOUR,77000,MELUN,334,1 à 2 salariés,"100,00 €",M Kais TAMI
34,SCOPE 2 ENERGIES,922232335,92223233500013,06 33 45 35 02,contact@scope2energies.fr, SPV &&  IRVE,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,284 AV DES LAURIERS,34400,SAINT-JUST,336,,"108 892,00 €",M Martial BENAZET
34,XR ELEC,980710206,98071020600015,0661005554,xroca.elec@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4 RUE DE LA TOURLOURETTE,91280,SAINT-PIERRE-DU-PERRAY,337,,"3 000,00 €",M Xavier ROCA
34,DRM GESTION,927609909,92760990900019,0622677865,contact@elec-alarme08.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13 BIS RUE FRIEDRICHRODA,08160,NOUVION-SUR-MEUSE,338,,"500,00 €",M Damien BOURGEOIS
34,J-DS SOLUTIONS,910096544,91009654400010,0665101660,contact@jds-solutions.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,328 ROUTE DE CATOTE,40230,SAINT-JEAN-DE-MARSACQ,339,,"1 000,00 €",M Jorge DIAS
35,SAS NRCE,910957075,91095707500013,0766887215,contact@nrce.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1401 AV DE LA GRANDE HALLE,78200,BUCHELAY,340,,"500,00 € (minimum)",M Cyril NEVES
35,TRI-ENERGIE,492312574,49231257400022,0228001234,pierre.fruneau@tri-energie.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4 RUE DE LA BORNE SEIZE,44830,BOUAYE,342,3 à 5 salariés,"7 622,00 €",Holding de la Tourelle
35,SOLUTION DURABLE SARL,443931381,44393138100018,06 78 74 17 49,JM@SOLUTION-DURABLE.FR, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15 RUE VIEILLE,68440,ESCHENTZWILLER,343,1 à 2 salariés,"16 000,00 €",M Jesus MARTINEZ
